Cod Venda;NFe;NFCe;Data Venda;Data Recebimento;Nome Cliente; Valor Venda ; Valor Recebido ; Vr. Desconto ; Tx Serviço ;Operação;Tipo Operação;Caixa;Vendedor;Operador;Data Cancelamento;Operador Cancelamento;Operador Desconto;Operador Desc Repique;NRC;Comandas;Série NFCE;Série NFE;Integração;Observação;CO_CLIENTE;Atendente;IC_REVENDA
1473401;;11410;04/02/2023 18:14;04/02/2023 20:41;; R$ 230,00 ; R$ 230,00 ; R$ -   ; R$ 23,00 ;133;LOCA;70201;EMERSON;CAIXA;;;;;;;1;;;;;501;
1473301;;11409;04/02/2023 17:37;04/02/2023 20:41;; R$ 18,00 ; R$ 18,00 ; R$ -   ; R$ 1,80 ;201;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1473201;;11408;04/02/2023 19:06;04/02/2023 20:40;; R$ 16,00 ; R$ 16,00 ; R$ -   ; R$ 1,60 ;142;LOCA;70201;EMERSON;CAIXA;;;;;;;1;;;;;501;
1473101;;11407;04/02/2023 16:12;04/02/2023 20:40;; R$ 148,70 ; R$ 148,70 ; R$ -   ; R$ 14,87 ;2;LOCA;70201;ALISSON ;CAIXA;;;;;;;1;;;;;3601;
1473001;;11406;04/02/2023 18:24;04/02/2023 20:39;; R$ 44,00 ; R$ 44,00 ; R$ -   ; R$ 4,40 ;11;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1472901;;11405;04/02/2023 20:17;04/02/2023 20:39;; R$ 7,00 ; R$ 7,00 ; R$ -   ; R$ 0,70 ;202;LOCA;70201;ALISSON ;CAIXA;;;;;;;1;;;;;3601;
1472801;;11404;04/02/2023 18:55;04/02/2023 20:39;; R$ 65,00 ; R$ 65,00 ; R$ -   ; R$ 6,50 ;125;LOCA;70201;EMERSON;CAIXA;;;;;;;1;;;;;501;
1472701;;11403;04/02/2023 19:57;04/02/2023 20:38;; R$ 50,00 ; R$ 50,00 ; R$ -   ; R$ 9,00 ;200;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1472601;;11402;04/02/2023 18:29;04/02/2023 20:37;; R$ 99,00 ; R$ 99,00 ; R$ -   ; R$ 9,90 ;5;LOCA;70201;DAVID;CAIXA;;;;;;;1;;;;;3801;
1472501;;11401;04/02/2023 19:54;04/02/2023 20:32;; R$ 21,00 ; R$ 21,00 ; R$ -   ; R$ 9,00 ;319;LOCA;70201;ALISSON ;CAIXA;;;;;;;1;;;;;3601;
1472401;;11400;04/02/2023 19:37;04/02/2023 20:31;; R$ 48,00 ; R$ 48,00 ; R$ -   ; R$ 4,80 ;104;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1472301;;11399;04/02/2023 20:00;04/02/2023 20:29;; R$ 69,00 ; R$ 69,00 ; R$ -   ; R$ 6,90 ;211;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1472201;;11398;04/02/2023 16:04;04/02/2023 20:28;; R$ 172,00 ; R$ 172,00 ; R$ -   ; R$ 17,20 ;13;LOCA;70201;DAVID;CAIXA;;;;;;;1;;;;;3801;
1472101;;11397;04/02/2023 19:45;04/02/2023 20:27;; R$ 7,00 ; R$ 7,00 ; R$ -   ; R$ 2,00 ;103;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1472001;;11396;04/02/2023 19:42;04/02/2023 20:26;; R$ 62,00 ; R$ 62,00 ; R$ -   ; R$ 6,20 ;221;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1471901;;11395;04/02/2023 17:10;04/02/2023 20:26;; R$ 124,00 ; R$ 124,00 ; R$ -   ; R$ 12,40 ;226;LOCA;70201;EMERSON;CAIXA;;;;;;;1;;;;;501;
1471801;;11394;04/02/2023 19:00;04/02/2023 20:24;; R$ 18,00 ; R$ 18,00 ; R$ -   ; R$ 1,80 ;204;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1471701;;11393;04/02/2023 17:06;04/02/2023 20:22;; R$ 143,00 ; R$ 143,00 ; R$ -   ; R$ 14,00 ;7;LOCA;70201;DAVID;CAIXA;;;;;;;1;;;;;3801;
1471601;;11392;04/02/2023 19:00;04/02/2023 20:21;; R$ 50,00 ; R$ 50,00 ; R$ -   ; R$ 5,00 ;203;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1471501;;11391;04/02/2023 19:09;04/02/2023 20:21;; R$ 19,00 ; R$ 19,00 ; R$ -   ; R$ 1,90 ;205;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1471401;;11390;04/02/2023 17:02;04/02/2023 20:20;; R$ 181,00 ; R$ 181,00 ; R$ -   ; R$ 18,10 ;4;LOCA;70201;DAVID;CAIXA;;;;;;;1;;;;;3801;
1471301;;11389;04/02/2023 17:57;04/02/2023 20:19;; R$ 169,00 ; R$ 169,00 ; R$ -   ; R$ -   ;17;LOCA;70201;DAVID;CAIXA;;;;;;;1;;;;;3801;
1471201;;11388;04/02/2023 19:15;04/02/2023 20:18;; R$ 18,00 ; R$ 18,00 ; R$ -   ; R$ 1,80 ;65;LOCA;70201;DAVID;CAIXA;;;;;;;1;;;;;3801;
1471101;;11387;04/02/2023 18:52;04/02/2023 20:17;; R$ 46,00 ; R$ 46,00 ; R$ -   ; R$ 4,60 ;10;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1471001;;11386;04/02/2023 18:43;04/02/2023 20:15;; R$ 15,00 ; R$ 15,00 ; R$ -   ; R$ 1,50 ;316;LOCA;70201;ALISSON ;CAIXA;;;;;;;1;;;;;3601;
1470901;;11385;04/02/2023 17:33;04/02/2023 20:15;; R$ 102,00 ; R$ 102,00 ; R$ -   ; R$ 10,20 ;306;LOCA;70201;EMERSON;CAIXA;;;;;;;1;;;;;501;
1470801;;11384;04/02/2023 19:00;04/02/2023 20:14;; R$ 12,00 ; R$ 12,00 ; R$ -   ; R$ 1,20 ;213;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1470701;;11383;04/02/2023 17:51;04/02/2023 19:29;; R$ 21,00 ; R$ 21,00 ; R$ -   ; R$ 2,10 ;178;LOCA;70201;EMERSON;CAIXA;;;;;;;1;;;;;501;
1470601;;11382;04/02/2023 18:58;04/02/2023 19:28;; R$ 7,00 ; R$ 7,00 ; R$ -   ; R$ 0,70 ;211;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1470501;;11381;04/02/2023 18:36;04/02/2023 18:41;; R$ 12,00 ; R$ 12,00 ; R$ -   ; R$ 1,20 ;211;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1470401;;11380;04/02/2023 18:10;04/02/2023 18:40;; R$ 61,00 ; R$ 61,00 ; R$ -   ; R$ 6,10 ;310;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1470301;;11379;04/02/2023 18:04;04/02/2023 18:40;; R$ 51,00 ; R$ 51,00 ; R$ -   ; R$ 5,10 ;195;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1470201;;11378;04/02/2023 18:38;04/02/2023 18:40;; R$ 14,00 ; R$ 14,00 ; R$ -   ; R$ 1,40 ;66;LOCA;70201;DAVID;CAIXA;;;;;;;1;;;;;3801;
1470101;;11377;04/02/2023 18:18;04/02/2023 18:39;; R$ 72,00 ; R$ 72,00 ; R$ -   ; R$ 8,00 ;318;LOCA;70201;ALISSON ;CAIXA;;;;;;;1;;;;;3601;
1470001;;11376;04/02/2023 18:23;04/02/2023 18:38;; R$ 25,00 ; R$ 25,00 ; R$ -   ; R$ 2,50 ;230;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1469901;;11375;04/02/2023 18:28;04/02/2023 18:38;; R$ 36,00 ; R$ 36,00 ; R$ -   ; R$ 3,60 ;231;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1469801;;11374;04/02/2023 18:26;04/02/2023 18:38;; R$ 72,00 ; R$ 72,00 ; R$ -   ; R$ 8,00 ;317;LOCA;70201;ALISSON ;CAIXA;;;;;;;1;;;;;3601;
1469701;;11373;04/02/2023 18:12;04/02/2023 18:37;; R$ 36,00 ; R$ 36,00 ; R$ -   ; R$ 3,60 ;194;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1469601;;11372;04/02/2023 18:17;04/02/2023 18:37;; R$ 82,00 ; R$ 82,00 ; R$ -   ; R$ 8,20 ;229;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1469501;;11371;04/02/2023 18:08;04/02/2023 18:25;; R$ 18,00 ; R$ 18,00 ; R$ -   ; R$ 1,80 ;231;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1469401;;11370;04/02/2023 18:06;04/02/2023 18:23;; R$ 77,00 ; R$ 77,00 ; R$ -   ; R$ 7,00 ;319;LOCA;70201;ALISSON ;CAIXA;;;;;;;1;;;;;3601;
1469301;;11369;04/02/2023 17:58;04/02/2023 18:18;; R$ 60,00 ; R$ 60,00 ; R$ -   ; R$ 6,00 ;221;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1469201;;11368;04/02/2023 17:27;04/02/2023 18:18;; R$ 52,00 ; R$ 52,00 ; R$ -   ; R$ 5,20 ;209;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1469101;;11367;04/02/2023 18:02;04/02/2023 18:16;; R$ 26,00 ; R$ 26,00 ; R$ -   ; R$ 2,60 ;67;LOCA;70201;DAVID;CAIXA;;;;;;;1;;;;;3801;
1469001;;11366;04/02/2023 17:59;04/02/2023 18:15;; R$ 30,00 ; R$ 30,00 ; R$ -   ; R$ 3,00 ;196;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1468901;;11365;04/02/2023 17:51;04/02/2023 18:14;; R$ 12,00 ; R$ 12,00 ; R$ -   ; R$ 1,20 ;197;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1468801;;11364;04/02/2023 17:51;04/02/2023 18:14;; R$ 40,00 ; R$ 40,00 ; R$ -   ; R$ 4,00 ;216;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1468701;;11363;04/02/2023 17:36;04/02/2023 18:13;; R$ 57,00 ; R$ 57,00 ; R$ -   ; R$ 5,70 ;202;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1468601;;11362;04/02/2023 17:44;04/02/2023 18:13;; R$ 50,00 ; R$ 50,00 ; R$ -   ; R$ 5,00 ;215;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1468501;;11361;04/02/2023 17:32;04/02/2023 18:13;; R$ 32,00 ; R$ 32,00 ; R$ -   ; R$ 3,20 ;198;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1468401;;11360;04/02/2023 18:01;04/02/2023 18:12;; R$ 58,00 ; R$ 58,00 ; R$ -   ; R$ 5,80 ;223;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1468301;;11359;04/02/2023 17:27;04/02/2023 18:12;; R$ 39,00 ; R$ 39,00 ; R$ -   ; R$ 3,90 ;210;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1468201;;11358;04/02/2023 17:56;04/02/2023 18:12;; R$ 32,00 ; R$ 32,00 ; R$ -   ; R$ 3,20 ;220;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1468101;;11357;04/02/2023 17:00;04/02/2023 18:11;; R$ 52,00 ; R$ 52,00 ; R$ -   ; R$ 5,20 ;301;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1468001;;11356;04/02/2023 17:20;04/02/2023 18:11;; R$ 80,00 ; R$ 80,00 ; R$ -   ; R$ 8,00 ;208;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1467901;;11355;04/02/2023 17:18;04/02/2023 18:11;; R$ 34,00 ; R$ 34,00 ; R$ -   ; R$ 3,40 ;199;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1467801;;11354;04/02/2023 18:07;04/02/2023 18:09;; R$ 22,00 ; R$ 22,00 ; R$ -   ; R$ -   ;300;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1467701;;11353;04/02/2023 17:15;04/02/2023 17:23;; R$ 61,00 ; R$ 61,00 ; R$ -   ; R$ 6,10 ;207;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1467601;;11352;04/02/2023 16:45;04/02/2023 17:22;; R$ 12,00 ; R$ 12,00 ; R$ -   ; R$ -   ;201;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1467501;;11351;04/02/2023 16:42;04/02/2023 17:22;; R$ 14,00 ; R$ 14,00 ; R$ -   ; R$ 1,40 ;91;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1467401;;11350;04/02/2023 16:45;04/02/2023 17:22;; R$ 24,00 ; R$ 24,00 ; R$ -   ; R$ 2,40 ;111;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1467301;;11349;04/02/2023 16:36;04/02/2023 17:21;; R$ 35,00 ; R$ 35,00 ; R$ -   ; R$ 3,50 ;71;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1467201;;11348;04/02/2023 16:06;04/02/2023 17:18;; R$ 42,00 ; R$ 42,00 ; R$ -   ; R$ 4,20 ;100;LOCA;70201;EMERSON;CAIXA;;;;;;;1;;;;;501;
1467101;;11347;04/02/2023 16:00;04/02/2023 17:18;; R$ 125,00 ; R$ 125,00 ; R$ -   ; R$ 12,50 ;17;LOCA;70201;ALISSON ;CAIXA;;;;;;;1;;;;;3601;
1467001;;11346;04/02/2023 16:46;04/02/2023 17:18;; R$ 18,00 ; R$ 18,00 ; R$ -   ; R$ 1,80 ;102;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1466901;;11345;04/02/2023 16:43;04/02/2023 17:17;; R$ 7,00 ; R$ 7,00 ; R$ -   ; R$ 0,70 ;200;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1466801;;11344;04/02/2023 16:56;04/02/2023 17:17;; R$ 18,00 ; R$ 18,00 ; R$ -   ; R$ 1,80 ;203;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1466701;;11343;04/02/2023 16:49;04/02/2023 17:17;; R$ 49,00 ; R$ 49,00 ; R$ -   ; R$ 4,90 ;202;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1466601;;11342;04/02/2023 17:12;04/02/2023 17:15;; R$ 40,00 ; R$ 40,00 ; R$ -   ; R$ 4,00 ;205;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1466501;;11341;04/02/2023 17:13;04/02/2023 17:15;; R$ 12,00 ; R$ 12,00 ; R$ -   ; R$ 1,20 ;206;LOCA;70201;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1466401;;11340;04/02/2023 17:11;04/02/2023 17:14;; R$ 18,00 ; R$ 18,00 ; R$ -   ; R$ 1,80 ;116;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1466301;;11339;04/02/2023 16:32;04/02/2023 17:14;; R$ 80,00 ; R$ 80,00 ; R$ -   ; R$ 10,00 ;90;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1466201;;11338;04/02/2023 16:24;04/02/2023 16:28;; R$ 18,00 ; R$ 18,00 ; R$ -   ; R$ 1,80 ;60;LOCA;70201;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1466101;;11337;04/02/2023 15:48;04/02/2023 16:19;; R$ 93,00 ; R$ 93,00 ; R$ -   ; R$ 7,00 ;19;LOCA;70201;ADILSON 2;CAIXA;;;;;;;1;;;;;3501;
1466001;;11336;04/02/2023 16:08;04/02/2023 16:13;; R$ 21,00 ; R$ 21,00 ; R$ -   ; R$ 2,10 ;61;LOCA;70201;ADILSON 2;CAIXA;;;;;;;1;;;;;3501;
1465901;;11335;04/02/2023 15:57;04/02/2023 16:12;; R$ 68,00 ; R$ 68,00 ; R$ -   ; R$ 6,80 ;60;LOCA;70201;ADILSON 2;CAIXA;;;;;;;1;;;;;3501;
1465801;;11334;03/02/2023 21:03;04/02/2023 00:42;; R$ 405,50 ; R$ 405,50 ; R$ -   ; R$ 34,55 ;2;LOCA;70101;EMERSON;CAIXA;;;;;;;1;;;;;501;
1465701;;11333;03/02/2023 20:25;04/02/2023 00:36;; R$ 36,00 ; R$ 36,00 ; R$ -   ; R$ 3,60 ;123;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1465601;;11332;03/02/2023 20:25;04/02/2023 00:35;; R$ 12,00 ; R$ 12,00 ; R$ -   ; R$ -   ;1;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1465501;;11331;03/02/2023 22:13;04/02/2023 00:28;; R$ 537,00 ; R$ 537,00 ; R$ -   ; R$ 47,70 ;19;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1465401;;11330;03/02/2023 23:04;04/02/2023 00:27;; R$ 128,00 ; R$ 128,00 ; R$ -   ; R$ 9,80 ;8;LOCA;70101;EMERSON;CAIXA;;;;;;;1;;;;;501;
1465301;;11329;03/02/2023 22:16;04/02/2023 00:26;; R$ 181,00 ; R$ 181,00 ; R$ -   ; R$ 15,10 ;4;LOCA;70101;EMERSON;CAIXA;;;;;;;1;;;;;501;
1465201;;11328;03/02/2023 22:25;04/02/2023 00:02;; R$ 183,00 ; R$ 183,00 ; R$ -   ; R$ 15,30 ;7;LOCA;70101;EMERSON;CAIXA;;;;;;;1;;;;;501;
1465101;;11327;03/02/2023 20:16;04/02/2023 00:00;; R$ 556,00 ; R$ 556,00 ; R$ -   ; R$ 44,00 ;22;LOCA;70101;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1465001;;11326;03/02/2023 20:24;03/02/2023 23:58;; R$ 386,00 ; R$ 386,00 ; R$ -   ; R$ 29,60 ;21;LOCA;70101;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1464901;;11325;03/02/2023 21:14;03/02/2023 23:30;; R$ 174,00 ; R$ 174,00 ; R$ -   ; R$ 14,40 ;6;LOCA;70101;EMERSON;CAIXA;;;;;;;1;;;;;501;
1464801;;11324;03/02/2023 21:22;03/02/2023 23:25;; R$ 260,00 ; R$ 260,00 ; R$ -   ; R$ 23,00 ;17;LOCA;70101;DAVID;CAIXA;;;;;;;1;;;;;3801;
1464701;;11323;03/02/2023 21:08;03/02/2023 23:24;; R$ 151,00 ; R$ 151,00 ; R$ -   ; R$ 10,58 ;29;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1464601;;11322;03/02/2023 20:53;03/02/2023 23:21;; R$ 467,00 ; R$ 467,00 ; R$ -   ; R$ 40,70 ;26;LOCA;70101;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1464501;;11321;03/02/2023 22:51;03/02/2023 23:12;; R$ 32,00 ; R$ 32,00 ; R$ -   ; R$ 3,20 ;33;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1464401;;11320;03/02/2023 20:43;03/02/2023 23:10;; R$ 265,00 ; R$ 265,00 ; R$ -   ; R$ 20,50 ;31;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1464301;;11319;03/02/2023 21:37;03/02/2023 23:04;; R$ 36,00 ; R$ 36,00 ; R$ -   ; R$ 3,60 ;23;LOCA;70101;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1464201;;11318;03/02/2023 22:29;03/02/2023 23:02;; R$ 7,00 ; R$ 7,00 ; R$ -   ; R$ -   ;56;LOCA;70101;EMERSON;CAIXA;;;;;;;1;;;;;501;
1464101;;11317;03/02/2023 20:58;03/02/2023 23:01;; R$ 223,00 ; R$ 223,00 ; R$ -   ; R$ 15,00 ;30;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1464001;;11316;03/02/2023 20:25;03/02/2023 22:26;; R$ 256,00 ; R$ 256,00 ; R$ -   ; R$ 14,60 ;35;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1463901;;11315;03/02/2023 20:20;03/02/2023 22:07;; R$ 188,50 ; R$ 188,50 ; R$ -   ; R$ 15,85 ;33;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1463801;;11314;03/02/2023 20:04;03/02/2023 22:06;; R$ 133,00 ; R$ 133,00 ; R$ -   ; R$ 10,30 ;13;LOCA;70101;DAVID;CAIXA;;;;;;;1;;;;;3801;
1463701;;11313;03/02/2023 21:26;03/02/2023 22:05;; R$ 7,00 ; R$ 7,00 ; R$ -   ; R$ 0,70 ;16;LOCA;70101;DAVID;CAIXA;;;;;;;1;;;;;3801;
1463601;;11312;03/02/2023 17:40;03/02/2023 21:20;; R$ 530,00 ; R$ 530,00 ; R$ -   ; R$ 45,50 ;16;LOCA;70101;EMERSON;CAIXA;;;;;;;1;;;;;501;
1463501;;11311;03/02/2023 19:29;03/02/2023 21:04;; R$ 126,00 ; R$ 126,00 ; R$ -   ; R$ 8,60 ;7;LOCA;70101;EMERSON;CAIXA;;;;;;;1;;;;;501;
1463401;;11310;03/02/2023 20:23;03/02/2023 20:58;; R$ 77,00 ; R$ 77,00 ; R$ -   ; R$ 6,70 ;23;LOCA;70101;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1463301;;11309;03/02/2023 16:59;03/02/2023 19:57;; R$ 90,00 ; R$ 90,00 ; R$ -   ; R$ 9,00 ;7;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1463201;;11308;03/02/2023 17:33;03/02/2023 19:38;; R$ 78,00 ; R$ 78,00 ; R$ -   ; R$ 7,80 ;8;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1463101;;11307;03/02/2023 17:21;03/02/2023 19:37;; R$ 309,00 ; R$ 309,00 ; R$ -   ; R$ 30,90 ;5;LOCA;70101;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1463001;;11306;02/02/2023 21:44;02/02/2023 23:22;; R$ 176,00 ; R$ 176,00 ; R$ -   ; R$ 15,60 ;107;LOCA;70001;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1462901;;11305;02/02/2023 19:02;02/02/2023 22:57;; R$ 234,00 ; R$ 234,00 ; R$ -   ; R$ 21,40 ;5;LOCA;70001;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1462801;;11304;02/02/2023 20:47;02/02/2023 22:56;; R$ 94,00 ; R$ 94,00 ; R$ -   ; R$ 7,40 ;102;LOCA;70001;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1462701;;11303;02/02/2023 21:11;02/02/2023 22:55;; R$ 131,00 ; R$ 131,00 ; R$ -   ; R$ 9,10 ;206;LOCA;70001;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1462601;;11302;02/02/2023 20:24;02/02/2023 22:55;; R$ 74,00 ; R$ 74,00 ; R$ -   ; R$ 5,40 ;1;LOCA;70001;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1462501;;11301;02/02/2023 17:30;02/02/2023 22:23;; R$ 120,00 ; R$ 120,00 ; R$ -   ; R$ 10,00 ;7;LOCA;70001;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1462401;;11300;02/02/2023 20:14;02/02/2023 22:23;; R$ 82,00 ; R$ 82,00 ; R$ -   ; R$ 6,20 ;8;LOCA;70001;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1462301;;11299;02/02/2023 17:32;02/02/2023 22:22;; R$ 84,00 ; R$ 84,00 ; R$ -   ; R$ 7,40 ;106;LOCA;70001;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1462201;;11298;02/02/2023 17:32;02/02/2023 22:19;; R$ 142,00 ; R$ 142,00 ; R$ -   ; R$ 12,20 ;6;LOCA;70001;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1462101;;11297;02/02/2023 19:21;02/02/2023 22:18;; R$ 198,00 ; R$ 198,00 ; R$ -   ; R$ 17,80 ;3;LOCA;70001;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1462001;;11296;02/02/2023 19:55;02/02/2023 22:14;; R$ 120,00 ; R$ 120,00 ; R$ -   ; R$ 10,00 ;4;LOCA;70001;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1461901;;11295;02/02/2023 18:49;02/02/2023 22:11;; R$ 188,50 ; R$ 188,50 ; R$ -   ; R$ 16,85 ;2;LOCA;70001;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1461801;;11294;02/02/2023 18:41;02/02/2023 20:12;; R$ 128,00 ; R$ 128,00 ; R$ -   ; R$ 10,00 ;1;LOCA;70001;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1461701;;11293;01/02/2023 22:19;02/02/2023 00:03;; R$ 154,00 ; R$ 154,00 ; R$ -   ; R$ 15,40 ;3;LOCA;69901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1461601;;11292;01/02/2023 21:23;02/02/2023 00:03;; R$ 183,50 ; R$ 183,50 ; R$ -   ; R$ 16,85 ;107;LOCA;69901;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1461501;;11291;01/02/2023 20:58;02/02/2023 00:01;; R$ 94,00 ; R$ 94,00 ; R$ -   ; R$ 7,90 ;161;LOCA;69901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1461401;;11290;01/02/2023 20:57;01/02/2023 23:59;; R$ 128,50 ; R$ 128,50 ; R$ -   ; R$ 11,35 ;160;LOCA;69901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1461301;;11289;01/02/2023 19:30;01/02/2023 23:55;; R$ 240,00 ; R$ 240,00 ; R$ -   ; R$ 21,00 ;16;LOCA;69901;HENRIQUE;CAIXA;;;;;;;1;;;;;3201;
1461201;;11288;01/02/2023 22:27;01/02/2023 23:54;; R$ 155,00 ; R$ 155,00 ; R$ -   ; R$ 15,50 ;105;LOCA;69901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1461101;;11287;01/02/2023 23:46;01/02/2023 23:54;; R$ 37,00 ; R$ 37,00 ; R$ -   ; R$ 0,70 ;60;LOCA;69901;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1461001;;11286;01/02/2023 20:48;01/02/2023 23:39;; R$ 49,00 ; R$ 49,00 ; R$ -   ; R$ 2,00 ;103;LOCA;69901;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1460901;;11285;01/02/2023 20:42;01/02/2023 23:38;; R$ 184,00 ; R$ 184,00 ; R$ -   ; R$ 13,90 ;104;LOCA;69901;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1460801;;11284;01/02/2023 21:20;01/02/2023 23:38;; R$ 195,00 ; R$ 195,00 ; R$ -   ; R$ 19,50 ;9;LOCA;69901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1460701;;11283;01/02/2023 19:47;01/02/2023 23:37;; R$ 85,00 ; R$ 85,00 ; R$ -   ; R$ 7,00 ;1;LOCA;69901;MARCOS;CAIXA;;;;;;;1;;;;;3301;
1460601;;11282;01/02/2023 20:58;01/02/2023 23:37;; R$ 125,00 ; R$ 125,00 ; R$ -   ; R$ 9,60 ;6;LOCA;69901;MARCOS;CAIXA;;;;;;;1;;;;;3301;
